import time: self [us] | cumulative | imported package
import time:       211 |       2438 |                                   charset_normalizer.api
import time:       106 |        106 |                                   charset_normalizer.legacy
import time:        58 |         58 |                                   charset_normalizer.version
import time:       128 |       2728 |                                 charset_normalizer
import time:       869 |        869 |                                 numpy.f2py.symbolic
import time:      6788 |      10601 |                               numpy.f2py.crackfortran
import time:       547 |      12233 |                             numpy.f2py.capi_maps
import time:       222 |        222 |                               numpy.f2py.func2subr
import time:      3401 |       3623 |                             numpy.f2py.f90mod_rules
import time:       120 |        120 |                               numpy.f2py.common_rules
import time:        89 |         89 |                               numpy.f2py.use_rules
import time:      2784 |       2991 |                             numpy.f2py.rules
import time:       299 |      20240 |                           numpy.f2py.f2py2e
import time:       134 |      20508 |                         numpy.f2py
import time:       156 |        156 |                             numpy.polynomial.polyutils
import time:       291 |        291 |                             numpy.polynomial._polybase
import time:       340 |        786 |                           numpy.polynomial.chebyshev
import time:       240 |        240 |                           numpy.polynomial.hermite
import time:       196 |        196 |                           numpy.polynomial.hermite_e
import time:       191 |        191 |                           numpy.polynomial.laguerre
import time:       194 |        194 |                           numpy.polynomial.legendre
import time:       200 |        200 |                           numpy.polynomial.polynomial
import time:       170 |       1975 |                         numpy.polynomial
import time:       148 |        148 |                           numpy.fft._helper
import time:       245 |        245 |                             numpy.fft._pocketfft_umath
import time:       456 |        700 |                           numpy.fft._pocketfft
import time:        97 |         97 |                           numpy.fft.helper
import time:       115 |       1059 |                         numpy.fft
import time:        91 |         91 |                           scipy._lib.array_api_compat._internal
import time:       503 |        503 |                           scipy._lib.array_api_compat.common._aliases
import time:        91 |         91 |                             scipy._lib.array_api_compat.numpy._typing
import time:       117 |        207 |                           scipy._lib.array_api_compat.numpy._info
import time:       804 |       1603 |                         scipy._lib.array_api_compat.numpy._aliases
import time:       484 |        484 |                           scipy._lib.array_api_compat.common._linalg
import time:       321 |        804 |                         scipy._lib.array_api_compat.numpy.linalg
import time:       108 |        108 |                           scipy._lib.array_api_compat.common._fft
import time:       294 |        401 |                         scipy._lib.array_api_compat.numpy.fft
import time:       383 |      33687 |                       scipy._lib.array_api_compat.numpy
import time:        91 |         91 |                       scipy._lib._sparse
import time:       530 |        530 |                       scipy._lib._docscrape
import time:       722 |      36167 |                     scipy._lib._array_api
import time:       654 |      36820 |                   scipy._lib._util
import time:       277 |      37096 |                 scipy.sparse._sputils
import time:       158 |        158 |                 scipy.sparse._matrix
import time:       556 |      37810 |               scipy.sparse._base
import time:       248 |        248 |                 scipy.sparse._sparsetools
import time:       216 |        216 |                   scipy.sparse._data
import time:       147 |        147 |                   scipy.sparse._index
import time:       374 |        736 |                 scipy.sparse._compressed
import time:       226 |       1209 |               scipy.sparse._csr
import time:       163 |        163 |               scipy.sparse._csc
import time:       565 |        565 |                 scipy.sparse._csparsetools
import time:       239 |        803 |               scipy.sparse._lil
import time:       548 |        548 |               scipy.sparse._dok
import time:       535 |        535 |               scipy.sparse._coo
import time:       229 |        229 |               scipy.sparse._dia
import time:       258 |        258 |               scipy.sparse._bsr
import time:      1184 |       1184 |               scipy.sparse._construct
import time:        89 |         89 |               scipy.sparse._extract
import time:        73 |         73 |               scipy.sparse._matrix_io
import time:       114 |        114 |                 scipy._lib.deprecation
import time:        61 |        174 |               scipy.sparse.base
import time:        63 |         63 |               scipy.sparse.bsr
import time:        51 |         51 |               scipy.sparse.compressed
import time:        52 |         52 |               scipy.sparse.construct
import time:        49 |         49 |               scipy.sparse.coo
import time:        45 |         45 |               scipy.sparse.csc
import time:        45 |         45 |               scipy.sparse.csr
import time:        50 |         50 |               scipy.sparse.data
import time:        46 |         46 |               scipy.sparse.dia
import time:        46 |         46 |               scipy.sparse.dok
import time:        44 |         44 |               scipy.sparse.extract
import time:        47 |         47 |               scipy.sparse.lil
import time:        56 |         56 |               scipy.sparse.sparsetools
import time:        53 |         53 |               scipy.sparse.sputils
import time:       560 |      44272 |             scipy.sparse
import time:       585 |      44856 |           scipy.spatial._ckdtree
import time:       328 |      45184 |         scipy.spatial._kdtree
import time:       201 |        201 |           scipy._lib.messagestream
import time:       405 |        405 |                   scipy.linalg._fblas
import time:        32 |         32 |                   scipy.linalg._cblas
import time:        17 |         17 |                   scipy.linalg._fblas_64
import time:       200 |        653 |                 scipy.linalg.blas
import time:      1160 |       1160 |                   scipy.linalg._flapack
import time:        37 |         37 |                   scipy.linalg._clapack
import time:        17 |         17 |                   scipy.linalg._flapack_64
import time:       539 |       1751 |                 scipy.linalg.lapack
import time:       157 |       2561 |               scipy.linalg._misc
import time:      1896 |       1896 |                 scipy.linalg.cython_lapack
import time:      1023 |       2918 |               scipy.linalg._cythonized_array_utils
import time:      2922 |       2922 |                 scipy.linalg._decomp
import time:      1111 |       1111 |                 scipy.linalg._decomp_svd
import time:       283 |        283 |                 scipy.linalg._solve_toeplitz
import time:      2298 |       6612 |               scipy.linalg._basic
import time:       220 |        220 |                 scipy.linalg._decomp_lu_cython
import time:       449 |        669 |               scipy.linalg._decomp_lu
import time:       440 |        440 |               scipy.linalg._decomp_ldl
import time:       734 |        734 |               scipy.linalg._decomp_cholesky
import time:       746 |        746 |               scipy.linalg._decomp_qr
import time:       774 |        774 |               scipy.linalg._decomp_qz
import time:       722 |        722 |               scipy.linalg._decomp_schur
import time:       305 |        305 |               scipy.linalg._decomp_polar
import time:       490 |        490 |                 scipy.linalg._expm_frechet
import time:       185 |        185 |                 scipy.linalg._matfuncs_schur_sqrtm
import time:       147 |        147 |                 scipy.linalg._matfuncs_expm
import time:       130 |        130 |                 scipy.linalg._linalg_pythran
import time:      1459 |       2409 |               scipy.linalg._matfuncs
import time:       373 |        373 |               scipy.linalg._special_matrices
import time:       750 |        750 |               scipy.linalg._solvers
import time:       280 |        280 |               scipy.linalg._procrustes
import time:       411 |        411 |                 scipy.linalg.cython_blas
import time:      1318 |       1729 |               scipy.linalg._decomp_update
import time:       433 |        433 |               scipy.linalg._sketches
import time:       158 |        158 |               scipy.linalg._decomp_cossin
import time:        68 |         68 |               scipy.linalg.decomp
import time:        63 |         63 |               scipy.linalg.decomp_cholesky
import time:        54 |         54 |               scipy.linalg.decomp_lu
import time:        51 |         51 |               scipy.linalg.decomp_qr
import time:        46 |         46 |               scipy.linalg.decomp_svd
import time:        51 |         51 |               scipy.linalg.decomp_schur
import time:        55 |         55 |               scipy.linalg.basic
import time:        60 |         60 |               scipy.linalg.misc
import time:        79 |         79 |               scipy.linalg.special_matrices
import time:        59 |         59 |               scipy.linalg.matfuncs
import time:       303 |      23489 |             scipy.linalg
import time:        13 |      23501 |           scipy.linalg.cython_lapack
import time:       733 |      24435 |         scipy.spatial._qhull
import time:       450 |        450 |           scipy.spatial._voronoi
import time:       157 |        606 |         scipy.spatial._spherical_voronoi
import time:       477 |        477 |           scipy._lib.decorator
import time:       359 |        836 |         scipy.spatial._plotutils
import time:        92 |         92 |         scipy.spatial._procrustes
import time:        67 |         67 |                 scipy._lib.array_api_extra._lib
import time:        64 |         64 |                     scipy._lib.array_api_extra._lib._utils
import time:        56 |         56 |                       scipy._lib._array_api_compat_vendor
import time:        82 |        138 |                     scipy._lib.array_api_extra._lib._utils._compat
import time:        54 |         54 |                       scipy._lib.array_api_extra._lib._utils._typing
import time:       221 |        275 |                     scipy._lib.array_api_extra._lib._utils._helpers
import time:       316 |        792 |                   scipy._lib.array_api_extra._lib._at
import time:       216 |       1008 |                 scipy._lib.array_api_extra._lib._funcs
import time:       142 |       1215 |               scipy._lib.array_api_extra._delegation
import time:       163 |        163 |               scipy._lib.array_api_extra._lib._lazy
import time:       101 |       1478 |             scipy._lib.array_api_extra
import time:       135 |        135 |               scipy.special._sf_error
import time:       366 |        366 |                 scipy.special._ufuncs_cxx
import time:       198 |        198 |                 scipy.special._ellip_harm_2
import time:      2779 |       2779 |                 scipy.special._special_ufuncs
import time:       306 |        306 |                 scipy.special._gufuncs
import time:       802 |       4450 |               scipy.special._ufuncs
import time:     43686 |      43686 |               scipy.special._support_alternative_backends
import time:        77 |         77 |                 scipy.special._input_validation
import time:       419 |        419 |                 scipy.special._specfun
import time:       159 |        159 |                 scipy.special._comb
import time:       325 |        325 |                 scipy.special._multiufuncs
import time:       501 |       1479 |               scipy.special._basic
import time:       862 |        862 |               scipy.special._logsumexp
import time:       374 |        374 |               scipy.special._orthogonal
import time:        81 |         81 |               scipy.special._spfun_stats
import time:        77 |         77 |               scipy.special._ellip_harm
import time:        56 |         56 |               scipy.special._lambertw
import time:        87 |         87 |               scipy.special._spherical_bessel
import time:        55 |         55 |               scipy.special.add_newdocs
import time:        71 |         71 |               scipy.special.basic
import time:        62 |         62 |               scipy.special.orthogonal
import time:        49 |         49 |               scipy.special.specfun
import time:        64 |         64 |               scipy.special.sf_error
import time:        50 |         50 |               scipy.special.spfun_stats
import time:       300 |      51930 |             scipy.special
import time:       239 |        239 |             scipy.spatial._hausdorff
import time:       393 |        393 |             scipy.spatial._distance_pybind
import time:       156 |        156 |             scipy.spatial._distance_wrap
import time:      1935 |      56128 |           scipy.spatial.distance
import time:        97 |      56224 |         scipy.spatial._geometric_slerp
import time:       101 |        101 |         scipy.spatial.ckdtree
import time:        61 |         61 |         scipy.spatial.kdtree
import time:        52 |         52 |         scipy.spatial.qhull
import time:      2611 |       2611 |                   scipy.constants._codata
import time:       741 |        741 |                   scipy.constants._constants
import time:        79 |         79 |                   scipy.constants.codata
import time:        81 |         81 |                   scipy.constants.constants
import time:       602 |       4112 |                 scipy.constants
import time:       116 |       4227 |               scipy.spatial.transform._rotation_groups
import time:       947 |       5174 |             scipy.spatial.transform._rotation
import time:       554 |       5728 |           scipy.spatial.transform._rigid_transform
import time:       154 |        154 |           scipy.spatial.transform._rotation_spline
import time:        64 |         64 |           scipy.spatial.transform.rotation
import time:        96 |       6040 |         scipy.spatial.transform
import time:       216 |     136246 |       scipy.spatial
import time:        91 |         91 |           spherical_geometry._version
import time:        97 |        187 |         spherical_geometry
import time:       266 |        266 |           spherical_geometry.math_util
import time:       102 |        368 |         spherical_geometry.vector
import time:       126 |        680 |       spherical_geometry.great_circle_arc
import time:       321 |        321 |       spherical_geometry.polygon
import time:      1199 |     331585 |     celeri.celeri_closure
import time:      4488 |     521042 |   celeri.model
import time:       101 |        101 |       rich.filesize
import time:       455 |        455 |           rich.ansi
import time:       116 |        571 |         rich.file_proxy
import time:       136 |        136 |         rich.live_render
import time:       208 |        914 |       rich.live
import time:       186 |        186 |       rich.progress_bar
import time:       172 |        172 |         rich._spinners
import time:       146 |        318 |       rich.spinner
import time:      1750 |       3267 |     rich.progress
import time:       108 |        108 |         cutde
import time:        51 |         51 |               pycuda
import time:        95 |        146 |             cutde.cuda
import time:        41 |         41 |               pyopencl
import time:        83 |        123 |             cutde.opencl
import time:       434 |        434 |               cutde.cpp_backend_double
import time:       301 |        301 |               cutde.cpp_backend_float
import time:        85 |        819 |             cutde.cpp
import time:       116 |       1202 |           cutde.backend
import time:       175 |        175 |           cutde.coordinators
import time:        97 |       1474 |         cutde.aca
import time:        82 |         82 |         cutde.geometry
import time:       128 |       1790 |       cutde.halfspace
import time:        52 |         52 |         celeri.okada
import time:       245 |        297 |       celeri.okada.cutde_okada
import time:       292 |       2377 |     celeri.spatial
import time:      3830 |       9473 |   celeri.operators
import time:      2694 |       2694 |           shapely.lib
import time:       208 |        208 |           shapely.errors
import time:       208 |        208 |               shapely._geos
import time:       472 |        680 |             shapely._geometry_helpers
import time:       157 |        157 |             shapely._enum
import time:       143 |        143 |             shapely.decorators
import time:       443 |       1422 |           shapely._geometry
import time:       101 |        101 |                 shapely.coordinates
import time:       155 |        155 |                 shapely.predicates
import time:       134 |        389 |               shapely._ragged_array
import time:       261 |        649 |             shapely.io
import time:       293 |        941 |           shapely.creation
import time:       168 |        168 |               shapely.algorithms
import time:        88 |         88 |               shapely.affinity
import time:       123 |        378 |             shapely.algorithms._oriented_envelope
import time:        75 |         75 |             shapely.algorithms.cga
import time:       420 |        872 |           shapely.constructive
import time:       242 |        242 |           shapely.measurement
import time:       214 |        214 |           shapely.set_operations
import time:       103 |        103 |           shapely.linear
import time:        94 |         94 |                   shapely.coords
import time:       436 |        530 |                 shapely.geometry.base
import time:       102 |        102 |                 shapely.geometry.collection
import time:        92 |         92 |                     shapely.geometry.point
import time:       130 |        222 |                   shapely.geometry.linestring
import time:        97 |         97 |                   shapely.geometry.multilinestring
import time:        92 |         92 |                   shapely.geometry.multipoint
import time:       166 |        166 |                     shapely.geometry.polygon
import time:       100 |        265 |                   shapely.geometry.multipolygon
import time:        86 |        760 |                 shapely.geometry.geo
import time:        81 |       1473 |               shapely.geometry
import time:        13 |       1485 |             shapely.geometry.base
import time:       255 |       1740 |           shapely.strtree
import time:       125 |        125 |           shapely._coverage
import time:        63 |         63 |           shapely._version
import time:       232 |       8849 |         shapely
import time:        14 |       8862 |       shapely.geometry
import time:       144 |        144 |           timeit
import time:       502 |        502 |             cvxopt.base
import time:       108 |        108 |             cvxopt.printing
import time:       330 |        330 |               cvxopt.cvxprog
import time:       405 |        405 |               cvxopt.coneprog
import time:        74 |        807 |             cvxopt.solvers
import time:       212 |        212 |             cvxopt.blas
import time:       202 |        202 |             cvxopt.lapack
import time:        75 |         75 |             cvxopt._version
import time:       204 |       2107 |           cvxopt
import time:       842 |       3093 |         celeri.solve
import time:       477 |       3569 |       celeri.optimize_sqp
import time:      1457 |      13887 |     celeri.plot
import time:      1948 |      15834 |   celeri.optimize
import time:       299 |        299 |   celeri.solve_mcmc
import time:       116 |        116 |     importlib.metadata._text
import time:       254 |        370 |   importlib.metadata._adapters
import time:       710 |     872866 | celeri
