import time: self [us] | cumulative | imported package
import time:       101 |        101 |         pandas.io.clipboards
import time:       112 |        112 |             pandas.io.excel._util
import time:       210 |        210 |             pandas.io.excel._calamine
import time:       201 |        201 |             pandas.io.excel._odfreader
import time:       288 |        288 |             pandas.io.excel._openpyxl
import time:       147 |        147 |             pandas.io.excel._pyxlsb
import time:       147 |        147 |             pandas.io.excel._xlrd
import time:       891 |       1993 |           pandas.io.excel._base
import time:       152 |        152 |           pandas.io.excel._odswriter
import time:       153 |        153 |           pandas.io.excel._xlsxwriter
import time:        90 |       2387 |         pandas.io.excel
import time:       117 |        117 |         pandas.io.feather_format
import time:        77 |         77 |         pandas.io.gbq
import time:       438 |        438 |         pandas.io.html
import time:        92 |         92 |         pandas.io.orc
import time:       296 |        296 |         pandas.io.parquet
import time:       160 |        160 |           pandas.compat.pickle_compat
import time:       148 |        308 |         pandas.io.pickle
import time:       418 |        418 |           pandas.core.computation.pytables
import time:      1636 |       2053 |         pandas.io.pytables
import time:       179 |        179 |           pandas.io.sas.sasreader
import time:       103 |        281 |         pandas.io.sas
import time:        77 |         77 |         pandas.io.spss
import time:       610 |        610 |         pandas.io.sql
import time:       410 |        410 |         pandas.io.xml
import time:       147 |       7388 |       pandas.io.api
import time:        84 |         84 |       pandas.util._tester
import time:        54 |         54 |       pandas._version_meson
import time:       287 |     169039 |     pandas
import time:       247 |        247 |           scipy.__config__
import time:        78 |         78 |           scipy.version
import time:        21 |         21 |             scipy._distributor_init_local
import time:        79 |        100 |           scipy._distributor_init
import time:        44 |         44 |               cython
import time:       224 |        267 |             scipy._lib._testutils
import time:        66 |        332 |           scipy._lib
import time:       319 |        319 |           scipy._lib._pep440
import time:       280 |        280 |               scipy._cyutility
import time:       558 |        837 |             scipy._lib._ccallback_c
import time:       154 |        991 |           scipy._lib._ccallback
import time:       208 |       2271 |         scipy
import time:       552 |        552 |                             scipy._lib.array_api_compat.common._typing
import time:       244 |        796 |                           scipy._lib.array_api_compat.common._helpers
import time:        95 |        890 |                         scipy._lib.array_api_compat.common
import time:        71 |        961 |                       scipy._lib.array_api_compat
import time:       328 |        328 |                           numpy.core._utils
import time:       105 |        432 |                         numpy.core
import time:       173 |        173 |                             numpy.polynomial.polyutils
import time:       305 |        305 |                             numpy.polynomial._polybase
import time:       379 |        857 |                           numpy.polynomial.chebyshev
import time:       275 |        275 |                           numpy.polynomial.hermite
import time:       203 |        203 |                           numpy.polynomial.hermite_e
import time:       201 |        201 |                           numpy.polynomial.laguerre
import time:       231 |        231 |                           numpy.polynomial.legendre
import time:       211 |        211 |                           numpy.polynomial.polynomial
import time:       128 |       2103 |                         numpy.polynomial
import time:       386 |        386 |                             numpy._core.strings
import time:        93 |         93 |                             numpy.strings
import time:       414 |        892 |                           numpy._core.defchararray
import time:        88 |        980 |                         numpy.char
import time:       128 |        128 |                           numpy.f2py.diagnose
import time:        84 |         84 |                             numpy.f2py._backends
import time:        68 |         68 |                             numpy.f2py.__version__
import time:       354 |        354 |                               numpy.f2py.cfuncs
import time:      3299 |       3653 |                             numpy.f2py.auxfuncs
import time:      1003 |       1003 |                               numpy.f2py.cb_rules
import time:       189 |        189 |                               numpy.f2py._isocbind
import time:       234 |        234 |                                 fileinput
import time:       587 |        587 |                                       charset_normalizer.constant
import time:       184 |        184 |                                           _multibytecodec
import time:       388 |        571 |                                         charset_normalizer.utils
import time:       251 |        822 |                                       charset_normalizer.md
import time:       251 |        251 |                                       charset_normalizer.models
import time:       149 |       1807 |                                     charset_normalizer.cd
import time:       176 |       1982 |                                   charset_normalizer.api
import time:        84 |         84 |                                   charset_normalizer.legacy
import time:        54 |         54 |                                   charset_normalizer.version
import time:       165 |       2284 |                                 charset_normalizer
import time:       839 |        839 |                                 numpy.f2py.symbolic
import time:      7607 |      10963 |                               numpy.f2py.crackfortran
import time:       353 |      12505 |                             numpy.f2py.capi_maps
import time:       170 |        170 |                               numpy.f2py.func2subr
import time:       196 |        366 |                             numpy.f2py.f90mod_rules
import time:       193 |        193 |                               numpy.f2py.common_rules
import time:       137 |        137 |                               numpy.f2py.use_rules
import time:      2641 |       2971 |                             numpy.f2py.rules
import time:       293 |      19937 |                           numpy.f2py.f2py2e
import time:       111 |      20175 |                         numpy.f2py
import time:       148 |        148 |                           numpy.fft._helper
import time:       186 |        186 |                             numpy.fft._pocketfft_umath
import time:       267 |        453 |                           numpy.fft._pocketfft
import time:        87 |         87 |                           numpy.fft.helper
import time:       155 |        841 |                         numpy.fft
import time:       190 |        190 |                               unittest.util
import time:       190 |        380 |                             unittest.result
import time:       491 |        491 |                               difflib
import time:       514 |       1004 |                             unittest.case
import time:       206 |        206 |                             unittest.suite
import time:       386 |        386 |                             unittest.loader
import time:       344 |        344 |                                 unittest.signals
import time:       193 |        537 |                               unittest.runner
import time:       150 |        686 |                             unittest.main
import time:       112 |       2771 |                           unittest
import time:       127 |        127 |                           numpy.testing._private
import time:        73 |         73 |                           numpy.testing.overrides
import time:       128 |        128 |                           numpy.testing._private.extbuild
import time:       800 |        800 |                           numpy.testing._private.utils
import time:       137 |       4034 |                         numpy.testing
import time:       314 |        314 |                           numpy.ctypeslib._ctypeslib
import time:       114 |        428 |                         numpy.ctypeslib
import time:        94 |         94 |                         numpy.rec
import time:        84 |         84 |                           scipy._lib.array_api_compat._internal
import time:       472 |        472 |                           scipy._lib.array_api_compat.common._aliases
import time:       114 |        114 |                             scipy._lib.array_api_compat.numpy._typing
import time:       121 |        234 |                           scipy._lib.array_api_compat.numpy._info
import time:       774 |       1562 |                         scipy._lib.array_api_compat.numpy._aliases
import time:       669 |        669 |                           scipy._lib.array_api_compat.common._linalg
import time:       316 |        985 |                         scipy._lib.array_api_compat.numpy.linalg
import time:       111 |        111 |                           scipy._lib.array_api_compat.common._fft
import time:       313 |        423 |                         scipy._lib.array_api_compat.numpy.fft
import time:       315 |      32368 |                       scipy._lib.array_api_compat.numpy
import time:        91 |         91 |                       scipy._lib._sparse
import time:       388 |        388 |                       scipy._lib._docscrape
import time:       624 |      34429 |                     scipy._lib._array_api
import time:       597 |      35025 |                   scipy._lib._util
import time:       241 |      35266 |                 scipy.sparse._sputils
import time:       150 |        150 |                 scipy.sparse._matrix
import time:       486 |      35901 |               scipy.sparse._base
import time:       221 |        221 |                 scipy.sparse._sparsetools
import time:       198 |        198 |                   scipy.sparse._data
import time:       133 |        133 |                   scipy.sparse._index
import time:       552 |        882 |                 scipy.sparse._compressed
import time:       236 |       1338 |               scipy.sparse._csr
import time:       178 |        178 |               scipy.sparse._csc
import time:       522 |        522 |                 scipy.sparse._csparsetools
import time:       268 |        790 |               scipy.sparse._lil
import time:       339 |        339 |               scipy.sparse._dok
import time:       405 |        405 |               scipy.sparse._coo
import time:       246 |        246 |               scipy.sparse._dia
import time:       253 |        253 |               scipy.sparse._bsr
import time:      1143 |       1143 |               scipy.sparse._construct
import time:        90 |         90 |               scipy.sparse._extract
import time:        71 |         71 |               scipy.sparse._matrix_io
import time:       122 |        122 |                 scipy._lib.deprecation
import time:        60 |        182 |               scipy.sparse.base
import time:        57 |         57 |               scipy.sparse.bsr
import time:        54 |         54 |               scipy.sparse.compressed
import time:        50 |         50 |               scipy.sparse.construct
import time:        56 |         56 |               scipy.sparse.coo
import time:        47 |         47 |               scipy.sparse.csc
import time:        47 |         47 |               scipy.sparse.csr
import time:        47 |         47 |               scipy.sparse.data
import time:        53 |         53 |               scipy.sparse.dia
import time:        53 |         53 |               scipy.sparse.dok
import time:        45 |         45 |               scipy.sparse.extract
import time:        45 |         45 |               scipy.sparse.lil
import time:        46 |         46 |               scipy.sparse.sparsetools
import time:        47 |         47 |               scipy.sparse.sputils
import time:       312 |      41881 |             scipy.sparse
import time:       508 |      42389 |           scipy.spatial._ckdtree
import time:       280 |      42669 |         scipy.spatial._kdtree
import time:       406 |        406 |           scipy._lib.messagestream
import time:       442 |        442 |                   scipy.linalg._fblas
import time:        30 |         30 |                   scipy.linalg._cblas
import time:        18 |         18 |                   scipy.linalg._fblas_64
import time:       209 |        698 |                 scipy.linalg.blas
import time:       964 |        964 |                   scipy.linalg._flapack
import time:        33 |         33 |                   scipy.linalg._clapack
import time:        17 |         17 |                   scipy.linalg._flapack_64
import time:       534 |       1546 |                 scipy.linalg.lapack
import time:       163 |       2407 |               scipy.linalg._misc
import time:      3733 |       3733 |                 scipy.linalg.cython_lapack
import time:      1054 |       4786 |               scipy.linalg._cythonized_array_utils
import time:      2756 |       2756 |                 scipy.linalg._decomp
import time:      1102 |       1102 |                 scipy.linalg._decomp_svd
import time:       246 |        246 |                 scipy.linalg._solve_toeplitz
import time:      2241 |       6344 |               scipy.linalg._basic
import time:       209 |        209 |                 scipy.linalg._decomp_lu_cython
import time:       449 |        657 |               scipy.linalg._decomp_lu
import time:       411 |        411 |               scipy.linalg._decomp_ldl
import time:       671 |        671 |               scipy.linalg._decomp_cholesky
import time:       757 |        757 |               scipy.linalg._decomp_qr
import time:       800 |        800 |               scipy.linalg._decomp_qz
import time:       636 |        636 |               scipy.linalg._decomp_schur
import time:       267 |        267 |               scipy.linalg._decomp_polar
import time:       502 |        502 |                 scipy.linalg._expm_frechet
import time:       177 |        177 |                 scipy.linalg._matfuncs_schur_sqrtm
import time:       144 |        144 |                 scipy.linalg._matfuncs_expm
import time:       134 |        134 |                 scipy.linalg._linalg_pythran
import time:      1391 |       2346 |               scipy.linalg._matfuncs
import time:       357 |        357 |               scipy.linalg._special_matrices
import time:       685 |        685 |               scipy.linalg._solvers
import time:       285 |        285 |               scipy.linalg._procrustes
import time:     24512 |      24512 |                 scipy.linalg.cython_blas
import time:      1438 |      25949 |               scipy.linalg._decomp_update
import time:       437 |        437 |               scipy.linalg._sketches
import time:       184 |        184 |               scipy.linalg._decomp_cossin
import time:        88 |         88 |               scipy.linalg.decomp
import time:        58 |         58 |               scipy.linalg.decomp_cholesky
import time:        67 |         67 |               scipy.linalg.decomp_lu
import time:        49 |         49 |               scipy.linalg.decomp_qr
import time:        49 |         49 |               scipy.linalg.decomp_svd
import time:        51 |         51 |               scipy.linalg.decomp_schur
import time:        54 |         54 |               scipy.linalg.basic
import time:        53 |         53 |               scipy.linalg.misc
import time:        55 |         55 |               scipy.linalg.special_matrices
import time:        50 |         50 |               scipy.linalg.matfuncs
import time:       299 |      48839 |             scipy.linalg
import time:        14 |      48852 |           scipy.linalg.cython_lapack
import time:       632 |      49889 |         scipy.spatial._qhull
import time:       229 |        229 |           scipy.spatial._voronoi
import time:       141 |        370 |         scipy.spatial._spherical_voronoi
import time:       444 |        444 |           scipy._lib.decorator
import time:       355 |        798 |         scipy.spatial._plotutils
import time:        90 |         90 |         scipy.spatial._procrustes
import time:        68 |         68 |                 scipy._lib.array_api_extra._lib
import time:        62 |         62 |                     scipy._lib.array_api_extra._lib._utils
import time:        58 |         58 |                       scipy._lib._array_api_compat_vendor
import time:        78 |        135 |                     scipy._lib.array_api_extra._lib._utils._compat
import time:        52 |         52 |                       scipy._lib.array_api_extra._lib._utils._typing
import time:       203 |        255 |                     scipy._lib.array_api_extra._lib._utils._helpers
import time:       293 |        744 |                   scipy._lib.array_api_extra._lib._at
import time:       208 |        951 |                 scipy._lib.array_api_extra._lib._funcs
import time:       138 |       1156 |               scipy._lib.array_api_extra._delegation
import time:       131 |        131 |               scipy._lib.array_api_extra._lib._lazy
import time:        98 |       1384 |             scipy._lib.array_api_extra
import time:       147 |        147 |               scipy.special._sf_error
import time:       300 |        300 |                 scipy.special._ufuncs_cxx
import time:       179 |        179 |                 scipy.special._ellip_harm_2
import time:       726 |        726 |                 scipy.special._special_ufuncs
import time:       236 |        236 |                 scipy.special._gufuncs
import time:       721 |       2160 |               scipy.special._ufuncs
import time:      5404 |       5404 |               scipy.special._support_alternative_backends
import time:        85 |         85 |                 scipy.special._input_validation
import time:       387 |        387 |                 scipy.special._specfun
import time:       160 |        160 |                 scipy.special._comb
import time:       314 |        314 |                 scipy.special._multiufuncs
import time:       482 |       1426 |               scipy.special._basic
import time:       895 |        895 |               scipy.special._logsumexp
import time:       358 |        358 |               scipy.special._orthogonal
import time:        82 |         82 |               scipy.special._spfun_stats
import time:        72 |         72 |               scipy.special._ellip_harm
import time:        53 |         53 |               scipy.special._lambertw
import time:        83 |         83 |               scipy.special._spherical_bessel
import time:        55 |         55 |               scipy.special.add_newdocs
import time:        67 |         67 |               scipy.special.basic
import time:        59 |         59 |               scipy.special.orthogonal
import time:        48 |         48 |               scipy.special.specfun
import time:        45 |         45 |               scipy.special.sf_error
import time:        44 |         44 |               scipy.special.spfun_stats
import time:       290 |      11281 |             scipy.special
import time:       232 |        232 |             scipy.spatial._hausdorff
import time:       329 |        329 |             scipy.spatial._distance_pybind
import time:       141 |        141 |             scipy.spatial._distance_wrap
import time:      1854 |      15219 |           scipy.spatial.distance
import time:        94 |      15312 |         scipy.spatial._geometric_slerp
import time:        99 |         99 |         scipy.spatial.ckdtree
import time:        56 |         56 |         scipy.spatial.kdtree
import time:        50 |         50 |         scipy.spatial.qhull
import time:      2612 |       2612 |                   scipy.constants._codata
import time:       639 |        639 |                   scipy.constants._constants
import time:        76 |         76 |                   scipy.constants.codata
import time:        80 |         80 |                   scipy.constants.constants
import time:       570 |       3976 |                 scipy.constants
import time:       125 |       4101 |               scipy.spatial.transform._rotation_groups
import time:       957 |       5057 |             scipy.spatial.transform._rotation
import time:       516 |       5573 |           scipy.spatial.transform._rigid_transform
import time:       152 |        152 |           scipy.spatial.transform._rotation_spline
import time:        62 |         62 |           scipy.spatial.transform.rotation
import time:        87 |       5872 |         scipy.spatial.transform
import time:       171 |     117641 |       scipy.spatial
import time:        11 |     117652 |     scipy.spatial.distance
import time:       100 |        100 |           spherical_geometry._version
import time:        95 |        194 |         spherical_geometry
import time:       267 |        267 |           spherical_geometry.math_util
import time:        89 |        355 |         spherical_geometry.vector
import time:       119 |        667 |       spherical_geometry.great_circle_arc
import time:       310 |        310 |       spherical_geometry.polygon
import time:      1114 |       2090 |     celeri.celeri_closure
import time:       557 |     474226 |   celeri.model
import time:        79 |         79 |       rich.filesize
import time:       424 |        424 |           rich.ansi
import time:       107 |        531 |         rich.file_proxy
import time:       132 |        132 |         rich.live_render
import time:       189 |        850 |       rich.live
import time:       151 |        151 |       rich.progress_bar
import time:       154 |        154 |         rich._spinners
import time:       152 |        305 |       rich.spinner
import time:      1575 |       2959 |     rich.progress
import time:        92 |         92 |         cutde
import time:        43 |         43 |               pycuda
import time:        80 |        123 |             cutde.cuda
import time:        37 |         37 |               pyopencl
import time:        82 |        119 |             cutde.opencl
import time:       384 |        384 |               cutde.cpp_backend_double
import time:       266 |        266 |               cutde.cpp_backend_float
import time:        79 |        728 |             cutde.cpp
import time:        94 |       1062 |           cutde.backend
import time:       164 |        164 |           cutde.coordinators
import time:        85 |       1310 |         cutde.aca
import time:        74 |         74 |         cutde.geometry
import time:       115 |       1590 |       cutde.halfspace
import time:        48 |         48 |         celeri.okada
import time:       201 |        249 |       celeri.okada.cutde_okada
import time:       245 |       2082 |     celeri.spatial
import time:      3671 |       8711 |   celeri.operators
import time:      1764 |       1764 |           shapely.lib
import time:       194 |        194 |           shapely.errors
import time:       181 |        181 |               shapely._geos
import time:       394 |        575 |             shapely._geometry_helpers
import time:       153 |        153 |             shapely._enum
import time:       122 |        122 |             shapely.decorators
import time:       404 |       1252 |           shapely._geometry
import time:        94 |         94 |                 shapely.coordinates
import time:       132 |        132 |                 shapely.predicates
import time:       122 |        346 |               shapely._ragged_array
import time:       265 |        610 |             shapely.io
import time:       244 |        854 |           shapely.creation
import time:        67 |         67 |               shapely.algorithms
import time:        81 |         81 |               shapely.affinity
import time:       111 |        258 |             shapely.algorithms._oriented_envelope
import time:        65 |         65 |             shapely.algorithms.cga
import time:       548 |        870 |           shapely.constructive
import time:       119 |        119 |           shapely.measurement
import time:       150 |        150 |           shapely.set_operations
import time:        92 |         92 |           shapely.linear
import time:        78 |         78 |                   shapely.coords
import time:       341 |        419 |                 shapely.geometry.base
import time:        91 |         91 |                 shapely.geometry.collection
import time:        87 |         87 |                     shapely.geometry.point
import time:       102 |        189 |                   shapely.geometry.linestring
import time:        86 |         86 |                   shapely.geometry.multilinestring
import time:        80 |         80 |                   shapely.geometry.multipoint
import time:       140 |        140 |                     shapely.geometry.polygon
import time:        82 |        222 |                   shapely.geometry.multipolygon
import time:        98 |        672 |                 shapely.geometry.geo
import time:        88 |       1269 |               shapely.geometry
import time:        12 |       1281 |             shapely.geometry.base
import time:       237 |       1517 |           shapely.strtree
import time:       104 |        104 |           shapely._coverage
import time:        55 |         55 |           shapely._version
import time:       232 |       7197 |         shapely
import time:        15 |       7212 |       shapely.geometry
import time:       273 |        273 |           timeit
import time:       287 |        287 |             cvxopt.base
import time:        89 |         89 |             cvxopt.printing
import time:       195 |        195 |               cvxopt.cvxprog
import time:       246 |        246 |               cvxopt.coneprog
import time:        76 |        516 |             cvxopt.solvers
import time:       182 |        182 |             cvxopt.blas
import time:       189 |        189 |             cvxopt.lapack
import time:        73 |         73 |             cvxopt._version
import time:       201 |       1534 |           cvxopt
import time:       642 |       2448 |         celeri.solve
import time:       456 |       2903 |       celeri.optimize_sqp
import time:      1285 |      11399 |     celeri.plot
import time:      8581 |      19980 |   celeri.optimize
import time:       276 |        276 |   celeri.solve_mcmc
import time:       605 |     826877 | celeri
